Go.	Geh.
You're next.	Du bist die Nächste.
You're nuts!	Du bist verrückt!
You're nuts!	Ihr seid verrückt!
You're nuts!	Mattscheibe!
You're sick!	Du bist krank!
You're thin.	Du bist dünn.
You're thin.	Sie sind dünn.
You're thin.	Ihr seid dünn.
You're tidy.	Du bist ordentlich.
You're tidy.	Sie sind ordentlich.
You're tidy.	Ihr seid ordentlich.
You're ugly.	Ihr seid hässlich.
You're vain.	Ihr seid eitel.
You're vain.	Du bist aufgeblasen.
You're vain.	Sie sind eingebildet.
You're weak.	Du bist schwach.
You're weak.	Ihr seid schwach.
You're weak.	Sie sind schwach.
You're wise.	Du bist weise.
You're wise.	Ihr seid weise.
You're wise.	Sie sind weise.
Abandon ship!	Alle Mann von Bord!
Abandon ship.	Alle Mann von Bord!
All is quiet.	Alles ist ruhig.
All was calm.	Alles war ruhig.
Am I correct?	Habe ich recht?
Am I in love?	Bin ich verliebt?
Am I invited?	Bin ich eingeladen?
Anybody here?	Ist hier jemand?
Anybody home?	Ist jemand zu Hause?
Anybody hurt?	Ist jemand verletzt?
Anything new?	Gibt's was Neues?
Anything new?	Gibt’s was Neues?
Anything new?	Gibt es etwas Neues?
Are we alone?	Sind wir allein?
Are we alone?	Sind wir unter uns?
Are we broke?	Sind wir pleite?
Are we ready?	Sind wir so weit?
Are you bald?	Hast du eine Glatze?
Are you busy?	Bist du beschäftigt?
Are you busy?	Sind Sie beschäftigt?
Are you busy?	Hast du zu tun?
Are you busy?	Habt ihr zu tun?
Are you busy?	Seid ihr beschäftigt?
Are you busy?	Haben Sie zu tun?
Are you cops?	Seid ihr von der Polizei?
Are you dead?	Bist du tot?
Are you deaf?	Bist du taub?
Are you done?	Sind Sie fertig?
Are you done?	Seid ihr fertig?
Are you fair?	Bist du gerecht?
Are you free?	Bist du beschäftigt?
Are you free?	Bist du frei?
Are you here?	Bist du da?
Are you here?	Bist du hier?
Are you here?	Sind Sie hier?
Are you home?	Bist du zu Hause?
Are you hurt?	Bist du verletzt?
Are you hurt?	Haben Sie sich verletzt?
Are you hurt?	Haben Sie sich wehgetan?
Are you hurt?	Hast du dir wehgetan?
Are you lost?	Haben Sie sich verlaufen?
Are you lost?	Hast du dich verlaufen?
Are you lost?	Habt ihr euch verlaufen?
Are you lost?	Habt ihr euch verirrt?
Are you lost?	Haben Sie sich verirrt?
Are you okay?	Bist du okay?
Are you rich?	Bist du reich?
Are you sick?	Seid ihr krank?
Are you sick?	Bist du krank?
Are you sure?	Bist du sicher?
Are you sure?	Sind Sie sicher?
Are you tall?	Bist du groß?
Are you tidy?	Bist du ordentlich?
Are you well?	Geht’s dir gut?
Are you well?	Geht es dir gut?
Ask Mary out.	Führe Maria aus.
Ask Mary out.	Bitte Maria, mit dir auszugehen.
Be attentive.	Seid aufmerksam!
Be objective.	Sei objektiv.
Be objective.	Seid objektiv.
Be objective.	Seien Sie objektiv.
Be realistic!	Sei realistisch!
Beef, please.	Rindfleisch bitte.
Boil one egg.	Kocht ein Ei!
Boil one egg.	Koche ein Ei!
Boil one egg.	Kochen Sie ein Ei!
Bring backup.	Hol Verstärkung.
Bring him in.	Bringe ihn herein.
Bring him in.	Hol ihn herein!
Call Tom now.	Ruf jetzt Tom an!
Call me back.	Ruf mich zurück!
Call the FBI.	Rufe das FBI.
Call the FBI.	Ruf das FBI an.
Can I go now?	Kann ich jetzt gehen?
Can I try it?	Darf ich es versuchen?
Can Tom cook?	Kann Tom kochen?
Can Tom walk?	Kann Tom gehen?
Can you come?	Kannst du kommen?
Can you come?	Könnt ihr kommen?
Can you come?	Können Sie kommen?
Can you cook?	Können Sie kochen?
Can you help?	Kannst du helfen?
Can you help?	Können Sie helfen?
Can you help?	Könnt ihr helfen?
Can you move?	Können Sie sich bewegen?
Can you read?	Kannst du lesen?
Can you read?	Können Sie lesen?
Can you read?	Könnt ihr lesen?
Can you swim?	Kannst du schwimmen?
Can you swim?	Können Sie schwimmen?
Can you swim?	Könnt ihr schwimmen?
Can you talk?	Kannst du reden?
Can you walk?	Kannst du gehen?
Can you walk?	Können Sie gehen?
Come and see.	Komm und sieh.
Come at once.	Kommen Sie sofort hierher!
Come at once.	Kommt sofort hierher!
Come at once.	Komm sofort hierher!
Come back in.	Komm wieder rein.
Come back in.	Kommt wieder rein.
Come back in.	Kommen Sie wieder herein.
Come forward.	Melde dich.
Come forward.	Tritt vor.
Come forward.	Meldet euch.
Come forward.	Tretet vor.
Come forward.	Melden Sie sich.
Come forward.	Treten Sie vor.
Come help me.	Komm und hilf mir!
Come help me.	Bitte kommen Sie mir helfen!
Come help me.	Kommt mir mal helfen!
Come in, Tom.	Komm rein, Tom.
Come in, Tom.	Komm herein, Tom.
Come in, Tom.	Komm rein, Tom!
Come on down.	Komm runter.
Come on home.	Komm nach Hause.
Come on, Tom.	Komm schon, Tom!
Come outside.	Komm nach draußen!
Come quickly!	Komm schnell!
Come quickly!	Kommen Sie schnell!
Come quickly.	Komm schnell!
Come quickly.	Kommt schnell!
Come quickly.	Kommen Sie schnell!
Come up here.	Komm herauf.
Come with me.	Kommt mit.
Come with me.	Komm mit!
Come with me.	Komm mit mir!
Come with me.	Komm mit mir.
Come with us.	Komm mit uns.
Count to ten.	Zähl bis zehn.
Cut that out!	Hör auf damit!
Cut that out!	Hör auf!
Describe Tom.	Beschreibe Tom.
Did Tom come?	Ist Tom gekommen?
Did Tom fall?	Ist Tom gefallen?
Did Tom help?	Hat Tom geholfen?
Did Tom know?	Hat Tom es gewusst?
Did Tom mind?	Hatte Tom etwas einzuwenden?
Did Tom pray?	Hat Tom gebetet?
Did Tom sing?	Hat Tom gesungen?
Did Tom stay?	Ist Tom geblieben?
Did Tom swim?	Ist Tom geschwommen?
Did Tom vote?	Hat Tom gewählt?
Did you call?	Hast du gerufen?
Did you help?	Hast du geholfen?
Did you help?	Halfen Sie?
Did you sign?	Hast du unterschrieben?
Did you sing?	Hast du gesungen?
Did you vote?	Hast du gewählt?
Did you vote?	Haben Sie gewählt?
Do I look OK?	Seh ich okay aus?
Do I look OK?	Seh ich ok aus?
Do it Monday.	Mach es am Montag.
Do it anyway.	Mach’s trotzdem!
Do it anyway.	Tu’s trotzdem!
Do it for me.	Tu’s für mich!
Do it for me.	Tun Sie’s für mich!
Do something.	Mach doch was!
Do something.	Machen Sie doch etwas!
Do something.	Mach doch etwas!
Do something.	Machen Sie doch was!
Do something.	Macht doch was!
Do something.	Macht doch etwas!
Do they know?	Wissen sie es?
Do you agree?	Bist du einverstanden?
Do you drink?	Trinken Sie?
Do you smoke?	Rauchen Sie?
Do you smoke?	Raucht ihr?
Do you smoke?	Rauchst du?
Do you teach?	Unterrichtest du?
Do you teach?	Lehrst du?
Do you teach?	Unterrichten Sie?
Do your best!	Gib dein Bestes!
Do your best!	Gebt euer Bestes!
Do your best!	Geben Sie Ihr Bestes!
Do your best.	Gib dein Bestes.
Do your best.	Geben Sie Ihr Bestes!
Do your duty.	Tu deine Pflicht.
Does it hurt?	Tut’s weh?
Does it show?	Merkt man es?
Does it work?	Klappt das?
Does it work?	Funktioniert’s?
Does it work?	Klappt es?
Don't ask me.	Frag mich nicht.
Don't be sad.	Sei nicht traurig.
Don't be sad.	Gräme dich nicht.
Don't be shy.	Sei nicht so schüchtern.
Don't bug me.	Nerv mich nicht.
Don't bug me.	Geh mir nicht auf die Nerven.
Don't eat it.	Iss das nicht!
Don't forget.	Vergiss es nicht!
Don't forget.	Vergessen Sie es nicht!
Don't get up.	Steh nicht auf.
Don't get up.	Stehen Sie nicht auf.
Don't go yet.	Geh noch nicht!
Don't go yet.	Geht noch nicht!
Don't go yet.	Gehen Sie noch nicht!
Don't let go.	Lass nicht los!
Don't scream.	Schrei nicht!
Don't scream.	Schreien Sie nicht!
Don't scream.	Schreit nicht!
Dress warmly.	Zieht euch warm an!
Dress warmly.	Ziehen Sie sich warm an!
Drive faster.	Fahr schneller.
Drive faster.	Fahren Sie schneller.
Drive safely.	Fahr sicher!
Drive safely.	Fahren Sie vorsichtig.
Drive slowly.	Fahre langsam.
Drop the gun.	Lassen Sie die Waffe fallen!
Drop the gun.	Lass die Waffe fallen!
Easy does it.	Vorsicht ist die Mutter der Porzellankiste.
Easy does it.	Immer sachte.
Examine them.	Untersuch sie.
Examine this.	Untersuchen Sie das.
Fish, please.	Fisch, bitte.
Food is food.	Essen ist Essen.
Get my rifle.	Hol mein Gewehr.
Get my rifle.	Holen Sie mein Gewehr.
Get my rifle.	Holt mein Gewehr.
Get the book.	Hol das Buch!
Get upstairs.	Geh die Treppe hoch.
Ghosts exist.	Geister existieren.
Give it back.	Gib es zurück.
Give it back.	Geben Sie es zurück.
Give me half.	Gib mir die Hälfte.
Give me half.	Geben Sie mir die Hälfte.
Give me half.	Gebt mir die Hälfte.
Give me that.	Gib mir das.
Give me time.	Gib mir Zeit!
Go around it.	Geh drumrum.
Go away, Tom.	Geh weg, Tom!
Go there now.	Geh da jetzt hin!
Go to school.	Geh in die Schule.
Good evening.	Guten Abend!
Good for you.	Schön für dich.
Good for you.	Schön für euch.
Good for you.	Schön für Sie.
Goodbye, Tom.	Auf Wiedersehen, Thomas.
Grab my hand.	Nimm meine Hand.
Grow up, Tom.	Werde endlich erwachsen, Tom.
Hand it over.	Händige es aus!
Happy Easter!	Frohe Ostern!
Happy Easter!	Fröhliche Ostern!
Has Tom come?	Ist Tom gekommen?
Has Tom gone?	Ist Tom gegangen?
Has Tom quit?	Hat Tom aufgehört?
Have a donut.	Nimm dir einen Berliner!
Have a drink.	Trinken Sie etwas.
Have a snack.	Nimm dir einen Imbiss!
Have a taste.	Koste mal!
Have another.	Nimm noch eins.
Have another.	Nimm noch eine.
Have another.	Nimm noch einen.
Have another.	Nehmen Sie noch eins.
Have another.	Nehmen Sie noch eine.
Have another.	Nehmen Sie noch einen.
Have courage.	Sei mutig!
Have courage.	Nur Mut.
He avoids me.	Er meidet mich.
He avoids me.	Er schneidet mich.
He can do it.	Er kann es schaffen.
He can do it.	Er schafft das.
He could die.	Er könnte sterben.
He denied it.	Er stritt es ab.
He dozed off.	Er schlief ein.
He dumped me.	Er hat mich sitzenlassen.
He dumped me.	Er hat mit mir Schluss gemacht.
He dumped me.	Er hat mir den Laufpass gegeben.
He got angry.	Er wurde wütend.
He had a dog.	Er hatte einen Hund.
He has a car.	Er hat ein Auto.
He has a dog.	Er hat einen Hund.
He has money.	Er hat Geld.
He hates her.	Er hasst sie.
He helps her.	Er hilft ihr.
He is a poet.	Er ist Dichter.
He is a poet.	Er ist ein Dichter.
He is asleep.	Er schläft.
He is chubby.	Er ist pummelig.
He is cranky.	Er ist unleidlich.
He is cranky.	Er ist stinkig.
He is driven.	Er ist ehrgeizig.
He is driven.	Er will hoch hinaus.
He is eating.	Er isst.
He is eating.	Er speist.
He is heroic.	Er ist heldenhaft.
He is not in.	Er ist nicht hier.
He kicked it.	Er hat es getreten.
He let us go.	Er ließ uns gehen.
He lost face.	Er hat das Gesicht verloren.
He loved her.	Er hat sie geliebt.
He loves her.	Er liebt sie.
He needs you.	Er braucht dich.
He runs fast.	Er ist ein schneller Läufer.
He runs fast.	Er rennt schnell.
He seems ill.	Er scheint krank zu sein.
He seems ill.	Er sieht krank aus.
He succeeded.	Er hat's geschafft.
He wants one.	Er will eins.
He was alone.	Er war alleine.
He was alone.	Er war allein.
He was brave.	Er war mutig.
He was great.	Er war super.
He was lucky.	Er hatte Glück.
He was naive.	Er war naiv.
He was naive.	Er war töricht.
He was naive.	Er war einfältig.
He was naive.	Er war leichtgläubig.
He was naive.	Er war zu treuherzig.
He was wrong.	Er hatte unrecht.
He was wrong.	Er lag falsch.
He was young.	Er war jung.
He went away.	Er ging weg.
He will come.	Er wird kommen.
He will wait.	Er wird warten.
He will walk.	Er wird laufen.
He's a bigot.	Er ist ein religiöser Eiferer.
He's a ninja.	Er ist ein Ninja.
He's dieting.	Er macht eine Diät.
He's in pain.	Er hat Schmerzen.
He's my hero.	Er ist mein Held.
He's too old.	Er ist zu alt.
Hello, girls.	Hallo, Mädels!
Help Tom out.	Unterstütze Tom!
Help Tom out.	Unterstützen Sie Tom!
Help Tom out.	Unterstützt Tom!
Here you are.	Bitte schön!
Here you are.	Bitte sehr!
Hey, wait up!	Hey, warte mal!
Hey, wait up!	Hey, wartet mal!
Hey, wait up.	Warte mal!
Honesty pays.	Ehrlichkeit zahlt sich aus.
How arrogant!	Wie arrogant!
How barbaric!	Wie barbarisch!
How dare you!	Wie kannst du es wagen!
How dare you!	Wie können Sie es wagen!
How exciting!	Wie aufregend!
How horrible!	Wie schrecklich!
How pathetic!	Wie erbärmlich!
How romantic!	Wie romantisch!
How touching!	Wie berührend!
Hug me tight.	Umarme mich fest.
I admire Tom.	Ich bewundere Tom.
I admire you.	Ich bewundere euch.
I admire you.	Ich bewundere dich.
I adored Tom.	Ich verehrte Tom.
I adored Tom.	Ich betete Tom an.
I adored Tom.	Ich liebte Tom abgöttisch.
I almost won.	Ich hätte fast gewonnen.
I always try.	Ich versuche es immer.
I always win.	Ich gewinne immer.
I am Chinese.	Ich bin Chinese.
I am Chinese.	Ich bin Chinesin.
I am a nurse.	Ich bin Krankenpfleger.
I am a nurse.	Ich bin Krankenschwester.
I am ashamed.	Ich schäme mich.
I am at home.	Ich bin zu Hause.
I am baffled.	Ich bin verwirrt.
I am curious.	Ich bin neugierig.
I am praying.	Ich bete.
I apologized.	Ich entschuldigte mich.
I ate apples.	Ich habe Äpfel gegessen.
I ate caviar.	Ich habe Kaviar gegessen.
I bit my lip.	Ich biss mir auf die Lippen.
I broke that.	Ich habe das zerbrochen.
I broke that.	Ich hab das kaputt gemacht.
I burp a lot.	Ich rülpse viel.
I called Tom.	Ich rief Tom an.
I called Tom.	Ich habe Tom angerufen.
I called him.	Ich rief ihn an.
I can manage.	Ich komme klar.
I can manage.	Ich komme schon klar.
I can see it.	Ich kann es sehen.
I can try it.	Ich kann es mal versuchen.
I can't draw.	Ich kann nicht zeichnen.
I can't help.	Ich kann nicht helfen.
I can't move.	Ich kann mich nicht bewegen.
I can't read.	Ich kann nicht lesen.
I can't sing.	Ich kann nicht singen.
I can't stay.	Ich kann nicht bleiben.
I can't swim.	Ich kann nicht schwimmen.
I can't talk.	Ich kann nicht sprechen.
I can't wait.	Ich kann es kaum erwarten.
I can't walk.	Ich kann nicht gehen.
I cried, too.	Ich habe auch geweint.
I cried, too.	Ich weinte auch.
I cut myself.	Ich habe mich geschnitten.
I deserve it.	Ich habe es verdient.
I deserve it.	Ich verdiene es.
I detest Tom.	Ich hasse Tom.
I didn't lie.	Ich habe nicht gelogen.
I didn't pay.	Ich habe nicht bezahlt.
I didn't win.	Ich habe nicht gewonnen.
I do hope so.	Das hoffe ich.
I do hope so.	Das hoffe ich doch sehr.
I do my best.	Ich tue mein Bestes.
I do want it.	Ich möchte es.
I don't care.	Es ist mir egal.
I don't care.	Das ist mir egal.
I don't care.	Egal.
I don't cuss.	Ich fluche nicht.
I don't know.	Ich weiß es nicht.
I don't know.	Weiß ich nicht.
I don't know.	Ich weiß das nicht.
I don't mind.	Das ist mir egal.
I don't mind.	Ich habe nichts dagegen.
I don't mind.	Es stört mich nicht.
I don't mind.	Es macht mir nichts aus.
I don't read.	Ich lese nicht.
I don't sing.	Ich singe nicht.
I drank milk.	Ich trank Milch.
I drink beer.	Ich trinke Bier.
I drink milk.	Ich trinke Milch.
I drink wine.	Ich trinke Wein.
I dumped Tom.	Ich gab Tom den Laufpass.
I eat cheese.	Ich esse Käse.
I enjoy life.	Das Leben macht mir Freude.
I enjoy life.	Ich habe Freude am Leben.
I feel alive.	Ich fühle mich lebendig.
I feel dizzy.	Mir wird übel.
I feel dizzy.	Mir ist schwindelig.
I feel dizzy.	Mir ist schwindlig.
I feel great.	Mir geht's blendend.
I feel great.	Mir geht’s hervorragend.
I feel happy.	Ich bin glücklich.
I felt giddy.	Ich fühlte mich schwindlig.
I felt naked.	Ich fühlte mich nackt.
I fought Tom.	Ich kämpfte gegen Tom.
I found them.	Ich habe sie gefunden.
I go jogging.	Ich gehe joggen.
I go to work.	Ich gehe arbeiten.
I had doubts.	Ich hatte Zweifel.
I hate beans.	Ich hasse Bohnen.
I hate liars.	Ich kann Lügner nicht leiden.
I hate sushi.	Ich hasse Sushi.
I hate tests.	Ich hasse Tests.
I hate those.	Ich hasse die.
I have a car.	Ich habe ein Auto.
I have a dog.	Ich habe einen Hund.
I have a map.	Ich habe eine Karte.
I have a pen.	Ich habe einen Kuli.
I have hives.	Ich habe Nesselsucht.
I have money.	Ich habe Geld.
I have proof.	Ich habe Beweise.
I have to go.	Ich muss los.
I have water.	Ich habe Wasser.
I hear music.	Ich höre Musik.
I helped Tom.	Ich habe Tom geholfen.
I hope I win.	Ich hoffe, ich gewinne.
I hope I win.	Ich hoffe, dass ich gewinne.
I hugged Tom.	Ich umarmte Tom.
I hugged Tom.	Ich habe Tom umarmt.
I hugged her.	Ich drückte sie.
I hugged her.	Ich umarmte sie.
I improvised.	Ich improvisierte.
I improvised.	Ich habe es improvisiert.
I keep a dog.	Ich halte einen Hund.
I kissed Tom.	Ich habe Tom geküsst.
I let him go.	Ich ließ ihn los.
I like books.	Ich liebe Bücher.
I like bread.	Ich mag Brot.
I like candy.	Ich mag Süßigkeiten.
I like girls.	Ich mag Mädchen.
I like music.	Ich mag Musik.
I like pizza.	Ich mag Pizza.
I like sugar.	Ich mag Zucker.
I like sushi.	Ich mag gern Sushi.
I like these.	Ich mag diese.
I like women.	Ich mag Frauen.
I live alone.	Ich lebe allein.
I lost a bet.	Ich habe eine Wette verloren.
I lost a bet.	Ich verlor eine Wette.
I love books.	Ich liebe Bücher.
I love bread.	Ich liebe Brot.
I love games.	Ich liebe Spiele.
I love jokes.	Ich liebe Witze.
I love money.	Ich liebe Geld.
I love pizza.	Ich liebe Pizza.
I love pizza.	Ich esse sehr gerne Pizza.
I love trips.	Ich liebe Reisen.
I loved that.	Das hat mir gefallen!
I made a bet.	Ich schloss eine Wette ab.
I made it up.	Ich habe es erfunden.
I made these.	Ich habe diese gemacht.
I missed you.	Du hast mir gefehlt.
I must hurry.	Ich muss mich beeilen.
I must hurry.	Ich muss mich sputen.
I must study.	Ich muss lernen.
I need a cab.	Ich brauche ein Taxi.
I need a car.	Ich brauche ein Auto.
I need a hug.	Ich brauche eine Umarmung.
I need a job.	Ich brauche einen Job.
I need a map.	Ich brauche eine Karte.
I need a map.	Ich benötige eine Karte.
I need a nap.	Ich brauche ein Nickerchen.
I need money.	Ich brauche Geld.
I need paint.	Ich brauche Farbe.
I need proof.	Ich brauche Beweise.
I need sleep.	Ich brauche Schlaf.
I need water.	Ich brauche Wasser.
I never sing.	Ich singe nie.
I never swim.	Ich schwimme nie.
I never swim.	Ich gehe nie schwimmen.
I obeyed Tom.	Ich gehorchte Tom.
I obeyed Tom.	Ich habe Tom gehorcht.
I often read.	Ich lese oft.
I phoned him.	Ich rief ihn an.
I play piano.	Ich spiele Klavier.
I prefer jam.	Ich ziehe Marmelade vor.
I prefer jam.	Ich habe lieber Marmelade.
I rarely cry.	Ich weine selten.
I read a lot.	Ich lese viel.
I read books.	Ich lese Bücher.
I robbed Tom.	Ich beraubte Tom.
I see a book.	Ich sehe ein Buch.
I see a lion.	Ich sehe einen Löwen.
I see a star.	Ich sehe einen Stern.
I seldom cry.	Ich weine selten.
I sell fruit.	Ich verkaufe Obst.
I slept fine.	Ich habe gut geschlafen.
I smelled it.	Ich habe es gerochen.
I suppose so.	Ich nehme es an.
I swim a lot.	Ich schwimme viel.
I sympathize.	Ich fühle mit dir mit.
I sympathize.	Ich fühle mit euch mit.
I sympathize.	Ich fühle mit Ihnen mit.
I talk a lot.	Ich rede viel.
I teased Tom.	Ich habe Tom geneckt.
I thought so.	Das habe ich mir gedacht.
I thought so.	Das dachte ich mir.
I tried hard.	Ich gab mir große Mühe.
I tried hard.	Ich habe mir große Mühe gegeben.
I tried hard.	Ich habe mich sehr angestrengt.
I understand.	Ich verstehe.
I want a dog.	Ich will einen Hund haben.
I want a hat.	Ich möchte einen Hut.
I want a hat.	Ich brauche einen Hut.
I want a job.	Ich will Arbeit.
I want a lot.	Ich möchte viel.
I want facts.	Ich will Tatsachen.
I want money.	Ich will Geld.
I want proof.	Ich will Beweise.
I want proof.	Ich will einen Beweis.
I want these.	Ich möchte diese.
I want to go.	Ich will gehen.
I was a fool.	Ich war ein Idiot.
I was hungry.	Ich war hungrig.
I was scared.	Ich bekam es mit der Angst zu tun.
I was shaken.	Ich war erschüttert.
I was sleepy.	Ich war schläfrig.
I was stoned.	Ich war bekifft.
I was stoned.	Ich war breit.
I went there.	Ich ging hin.
I went there.	Ich bin hingegangen.
I will fight.	Ich werde kämpfen.
I will learn.	Ich werde es lernen.
I will learn.	Ich werde lernen.
I won't come.	Ich werde nicht kommen.
I won't fail.	Ich werde nicht versagen.
I won't lose!	Ich werde nicht verlieren!
I wonder why.	Ich frage mich, warum.
I work a lot.	Ich arbeite viel.
I wrote that.	Ich habe das geschrieben.
I wrote that.	Das habe ich geschrieben.
I'll ask Tom.	Ich frage mal Tom.
I'll ask him.	Ich werde ihn fragen.
I'll be back.	Ich werde zurückkommen.
I'll be back.	Ich komme wieder.
I'll be fine.	Ich werde schon zurechtkommen.
I'll be fine.	Ich komm schon klar.
I'll be fine.	Ich komme schon klar.
I'll be free.	Ich werde frei sein.
I'll be good.	Ich werde brav sein.
I'll be here.	Ich werde da sein.
I'll be late.	Ich verspäte mich.
I'll be nice.	Ich werde lieb sein.
I'll be nice.	Ich werde freundlich sein.
I'll be nice.	Ich werde brav sein.
I'll come by.	Ich werde vorbeikommen.
I'll come by.	Ich komme vorbei.
I'll do that.	Ich werde das machen.
I'll do that.	Ich werde dies tun.
I'll do that.	Ich mache das.
I'll do this.	Ich werde das tun.
I'll explain.	Ich werde es erklären.
I'll get Tom.	Ich werde Tom holen.
I'll get one.	Ich werde eins holen.
I'll get one.	Ich werde eines bekommen.
